cod_departamento,cod_municipio,cod_zona,cod_puesto,departamento,municipio,puesto,comuna_nombre
01,001,01,01,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No,COMUNA 1 POPULAR
01,001,01,02,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,COMUNA 1 POPULAR
01,001,01,03,ANTIOQUIA,MEDELLIN,IE MARIA DE LOS ANGELES CANO MARQUEZ,COMUNA 1 POPULAR
01,001,01,04,ANTIOQUIA,MEDELLIN,SEC. ESC. MEDELLIN,COMUNA 1 POPULAR
01,001,01,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA GRANIZAL,COMUNA 1 POPULAR
01,001,01,06,ANTIOQUIA,MEDELLIN,IE LA AVANZADA,COMUNA 1 POPULAR
01,001,01,07,ANTIOQUIA,MEDELLIN,SEC. ESC. CARPINELO AMAPOLITA,COMUNA 1 POPULAR
01,001,01,08,ANTIOQUIA,MEDELLIN,IE ANTONIO DERKA,COMUNA 1 POPULAR
01,001,01,09,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO HORIZONTE,COMUNA 1 POPULAR
01,001,02,01,ANTIOQUIA,MEDELLIN,I.E. NUEVO HORIZONTE - PAULO VI,COMUNA 1 POPULAR
01,001,02,02,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,COMUNA 1 POPULAR
01,001,02,03,ANTIOQUIA,MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,COMUNA 1 POPULAR
01,001,02,04,ANTIOQUIA,MEDELLIN,I.E.FEDERICO CARRASQUILLA,COMUNA 1 POPULAR
01,001,02,05,ANTIOQUIA,MEDELLIN,I.E.GUADALUPE,COMUNA 1 POPULAR
01,001,03,01,ANTIOQUIA,MEDELLIN,I.E.  ASIA IGNACIANA,COMUNA 2 SANTA CRUZ
01,001,03,02,ANTIOQUIA,MEDELLIN,SEC.ESC.  MANUEL URIBE ANGEL,COMUNA 2 SANTA CRUZ
01,001,03,03,ANTIOQUIA,MEDELLIN,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,COMUNA 2 SANTA CRUZ
01,001,03,04,ANTIOQUIA,MEDELLIN,SEC ESC LA FRONTERA,COMUNA 2 SANTA CRUZ
01,001,04,01,ANTIOQUIA,MEDELLIN,I.E. BARRIO SANTA CRUZ,COMUNA 2 SANTA CRUZ
01,001,04,02,ANTIOQUIA,MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,COMUNA 2 SANTA CRUZ
01,001,04,03,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE HONDURAS,COMUNA 2 SANTA CRUZ
01,001,05,01,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,COMUNA 3 MANRIQUE
01,001,05,02,ANTIOQUIA,MEDELLIN,IE LAS NIEVES,COMUNA 3 MANRIQUE
01,001,05,03,ANTIOQUIA,MEDELLIN,I.E. MANUELA BELTRAN,COMUNA 3 MANRIQUE
01,001,05,04,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),COMUNA 3 MANRIQUE
01,001,05,05,ANTIOQUIA,MEDELLIN,I.E.RAMON MUNERA LOPERA,COMUNA 3 MANRIQUE
01,001,05,06,ANTIOQUIA,MEDELLIN,IE BELLO ORIENTE,COMUNA 3 MANRIQUE
01,001,05,07,ANTIOQUIA,MEDELLIN,IE JOSE ROBERTO VASQUEZ,COMUNA 3 MANRIQUE
01,001,05,08,ANTIOQUIA,MEDELLIN,SEC. ESC. BALDOMERO SANIN CANO,COMUNA 3 MANRIQUE
01,001,06,01,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,COMUNA 3 MANRIQUE
01,001,06,02,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,COMUNA 3 MANRIQUE
01,001,06,03,ANTIOQUIA,MEDELLIN,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,COMUNA 3 MANRIQUE
01,001,06,04,ANTIOQUIA,MEDELLIN,IE SAN JUAN BAUTISTA DE LA SALLE,COMUNA 3 MANRIQUE
01,001,07,01,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,COMUNA 4 ARANJUEZ
01,001,07,02,ANTIOQUIA,MEDELLIN,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,COMUNA 4 ARANJUEZ
01,001,07,03,ANTIOQUIA,MEDELLIN,I.E. GILBERTO ALZATE AVENDAÑO,COMUNA 4 ARANJUEZ
01,001,07,04,ANTIOQUIA,MEDELLIN,I.E. CAMPO VALDES,COMUNA 4 ARANJUEZ
01,001,07,05,ANTIOQUIA,MEDELLIN,I.E.SAN JUAN BOSCO,COMUNA 4 ARANJUEZ
01,001,07,06,ANTIOQUIA,MEDELLIN,I.E. JOSE EUSEBIO CARO,COMUNA 4 ARANJUEZ
01,001,07,07,ANTIOQUIA,MEDELLIN,IE LORENZA VILLEGAS DE SANTOS,COMUNA 4 ARANJUEZ
01,001,07,08,ANTIOQUIA,MEDELLIN,SEC ESC TOMAS CARRASQUILLA No,COMUNA 4 ARANJUEZ
01,001,08,01,ANTIOQUIA,MEDELLIN,I.E. ALFONSO MORA NARANJO,COMUNA 4 ARANJUEZ
01,001,08,02,ANTIOQUIA,MEDELLIN,I.E. JOSE MARIA BRAVO MARQUEZ,COMUNA 4 ARANJUEZ
01,001,08,03,ANTIOQUIA,MEDELLIN,I.E. FRANCISCO MIRANDA,COMUNA 4 ARANJUEZ
01,001,08,04,ANTIOQUIA,MEDELLIN,I.E. JAVIERA LONDOÑO SEVILLA,COMUNA 4 ARANJUEZ
01,001,08,05,ANTIOQUIA,MEDELLIN,I.E. EL BOSQUE,COMUNA 4 ARANJUEZ
01,001,08,06,ANTIOQUIA,MEDELLIN,SEC ESC JULIO ARBOLEDA,COMUNA 4 ARANJUEZ
01,001,08,07,ANTIOQUIA,MEDELLIN,SEC. ESC. PORFIRIO BARBA JACOB,COMUNA 4 ARANJUEZ
01,001,08,08,ANTIOQUIA,MEDELLIN,IE FE Y ALEGRIA LUIS AMIGO MORAVIA,COMUNA 4 ARANJUEZ
01,001,09,01,ANTIOQUIA,MEDELLIN,I.E. JULIO CESAR GARCIA,COMUNA 5 CASTILLA
01,001,09,02,ANTIOQUIA,MEDELLIN,IE DIEGO ECHAVARRIA MISAS,COMUNA 5 CASTILLA
01,001,09,03,ANTIOQUIA,MEDELLIN,I.E. PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,COMUNA 5 CASTILLA
01,001,09,04,ANTIOQUIA,MEDELLIN,I.E.SEBASTIAN DE BELALCAZAR,COMUNA 5 CASTILLA
01,001,09,05,ANTIOQUIA,MEDELLIN,SEC ESC TRICENTENARIO,COMUNA 5 CASTILLA
01,001,09,06,ANTIOQUIA,MEDELLIN,SEC ESC TOSCANA,COMUNA 5 CASTILLA
01,001,10,01,ANTIOQUIA,MEDELLIN,I.E. MARIA MONTESSORI,COMUNA 5 CASTILLA
01,001,10,02,ANTIOQUIA,MEDELLIN,ITM CASTILLA,COMUNA 5 CASTILLA
01,001,10,03,ANTIOQUIA,MEDELLIN,I.E. DINAMARCA,COMUNA 5 CASTILLA
01,001,10,04,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE URUGUAY,COMUNA 5 CASTILLA
01,001,10,05,ANTIOQUIA,MEDELLIN,IE FELIX DE BEDOUT MORENO,COMUNA 5 CASTILLA
01,001,10,06,ANTIOQUIA,MEDELLIN,TERMINAL DE TRANSPORTES DEL NORTE,COMUNA 5 CASTILLA
01,001,11,01,ANTIOQUIA,MEDELLIN,I.E. CIUDADELA LAS AMERICAS,COMUNA 6 DOCE DE OCTUBRE
01,001,11,02,ANTIOQUIA,MEDELLIN,I.E. PROGRESAR,COMUNA 6 DOCE DE OCTUBRE
01,001,11,03,ANTIOQUIA,MEDELLIN,SEC. ESC. LEON DE GREIFF,COMUNA 6 DOCE DE OCTUBRE
01,001,11,04,ANTIOQUIA,MEDELLIN,I.E. DOCE DE OCTUBRE,COMUNA 6 DOCE DE OCTUBRE
01,001,11,05,ANTIOQUIA,MEDELLIN,I.E. JOSE MARIA ESPINOSA PRIETO - CASD,COMUNA 6 DOCE DE OCTUBRE
01,001,11,06,ANTIOQUIA,MEDELLIN,I.E. EL TRIUNFO SANTA TERESA,COMUNA 6 DOCE DE OCTUBRE
01,001,11,07,ANTIOQUIA,MEDELLIN,I.E. SANTA JUANA DE LESTONNAC,COMUNA 6 DOCE DE OCTUBRE
01,001,11,08,ANTIOQUIA,MEDELLIN,I.E. JESUS MARIA VALLE,COMUNA 6 DOCE DE OCTUBRE
01,001,12,01,ANTIOQUIA,MEDELLIN,I.E.MAESTRO FERNANDO BOTERO,COMUNA 6 DOCE DE OCTUBRE
01,001,12,02,ANTIOQUIA,MEDELLIN,I.E.ALFREDO COCK ARANGO,COMUNA 6 DOCE DE OCTUBRE
01,001,12,03,ANTIOQUIA,MEDELLIN,SEC.ESC.SAN MARTIN DE PORRES,COMUNA 6 DOCE DE OCTUBRE
01,001,12,04,ANTIOQUIA,MEDELLIN,I.E. KENNEDY,COMUNA 6 DOCE DE OCTUBRE
01,001,12,05,ANTIOQUIA,MEDELLIN,SEC.CONCENTRACION EDUC.KENNEDY,COMUNA 6 DOCE DE OCTUBRE
01,001,12,06,ANTIOQUIA,MEDELLIN,I.E. JORGE ELIECER GAITAN,COMUNA 6 DOCE DE OCTUBRE
01,001,12,07,ANTIOQUIA,MEDELLIN,SEC. ESC. EL PEDREGAL,COMUNA 6 DOCE DE OCTUBRE
01,001,12,08,ANTIOQUIA,MEDELLIN,I.E.LA ESPERANZA,COMUNA 6 DOCE DE OCTUBRE
01,001,12,09,ANTIOQUIA,MEDELLIN,SENA PEDREGAL,COMUNA 6 DOCE DE OCTUBRE
01,001,13,01,ANTIOQUIA,MEDELLIN,I.E. SAN VICENTE DE PAUL,COMUNA 7 ROBLEDO
01,001,13,02,ANTIOQUIA,MEDELLIN,SEC.ESC. EL DIAMANTE,COMUNA 7 ROBLEDO
01,001,13,03,ANTIOQUIA,MEDELLIN,I.E.EL DIAMANTE (SEDE BTO),COMUNA 7 ROBLEDO
01,001,13,04,ANTIOQUIA,MEDELLIN,I.E. VILLA DE LA CANDELARIA,COMUNA 7 ROBLEDO
01,001,13,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA SAN JOSE,COMUNA 7 ROBLEDO
01,001,13,06,ANTIOQUIA,MEDELLIN,TECNOLOGICO DE ANTIOQUIA,COMUNA 7 ROBLEDO
01,001,13,07,ANTIOQUIA,MEDELLIN,IE JESUS REY,COMUNA 7 ROBLEDO
01,001,13,08,ANTIOQUIA,MEDELLIN,IE AURES,COMUNA 7 ROBLEDO
01,001,14,01,ANTIOQUIA,MEDELLIN,IE MON GERARDO VALENCIA CANO,COMUNA 7 ROBLEDO
01,001,14,02,ANTIOQUIA,MEDELLIN,I.E. JORGE ROBLEDO,COMUNA 7 ROBLEDO
01,001,14,03,ANTIOQUIA,MEDELLIN,I.E.MARISCAL ROBLEDO,COMUNA 7 ROBLEDO
01,001,14,04,ANTIOQUIA,MEDELLIN,SEC.ESC. SANTA MARGARITA,COMUNA 7 ROBLEDO
01,001,14,05,ANTIOQUIA,MEDELLIN,INSTITUTO FERRINI - SEDE ROBLEDO,COMUNA 7 ROBLEDO
01,001,14,06,ANTIOQUIA,MEDELLIN,I.E.CAMILO MORA CARRASQUILLA,COMUNA 7 ROBLEDO
01,001,14,07,ANTIOQUIA,MEDELLIN,COL MAYOR DE ANTIOQUIA,COMUNA 7 ROBLEDO
01,001,14,08,ANTIOQUIA,MEDELLIN,IE BARRIO OLAYA HERRERA,COMUNA 7 ROBLEDO
01,001,15,01,ANTIOQUIA,MEDELLIN,I.E. JUAN DE DIOS CARVAJAL,COMUNA 8 VILLA HERMOSA
01,001,15,02,ANTIOQUIA,MEDELLIN,I.E. JUAN DE LA CRUZ POSADA,COMUNA 8 VILLA HERMOSA
01,001,15,03,ANTIOQUIA,MEDELLIN,I.E.JOSE CELESTINO MUTIS,COMUNA 8 VILLA HERMOSA
01,001,15,04,ANTIOQUIA,MEDELLIN,I.T.M. (CAMPUS FRATERNIDAD),COMUNA 8 VILLA HERMOSA
01,001,15,05,ANTIOQUIA,MEDELLIN,SEC.ESC.JULIA AGUDELO,COMUNA 8 VILLA HERMOSA
01,001,15,06,ANTIOQUIA,MEDELLIN,SEC.ESC.NIÑO JESUS DE PRAGA,COMUNA 8 VILLA HERMOSA
01,001,15,07,ANTIOQUIA,MEDELLIN,I.E.SOL DE ORIENTE,COMUNA 8 VILLA HERMOSA
01,001,15,08,ANTIOQUIA,MEDELLIN,I.E. LUIS CARLOS GALAN SARMIENTO,COMUNA 8 VILLA HERMOSA
01,001,15,09,ANTIOQUIA,MEDELLIN,IE ESC NORMAL SUPERIOR DE MEDELLIN,COMUNA 8 VILLA HERMOSA
01,001,16,01,ANTIOQUIA,MEDELLIN,SEC. ESC. VILLA TURBAY,COMUNA 8 VILLA HERMOSA
01,001,16,02,ANTIOQUIA,MEDELLIN,SECCION ESCUELA HOGAR ANTIOQUIA,COMUNA 8 VILLA HERMOSA
01,001,16,03,ANTIOQUIA,MEDELLIN,SEC ESC SOR MARIA LUISA COURBIN,COMUNA 8 VILLA HERMOSA
01,001,16,04,ANTIOQUIA,MEDELLIN,I.E. SAN FRANCISCO DE ASIS,COMUNA 8 VILLA HERMOSA
01,001,16,05,ANTIOQUIA,MEDELLIN,IE FELIX HENAO BOTERO,COMUNA 8 VILLA HERMOSA
01,001,16,06,ANTIOQUIA,MEDELLIN,IE GABRIEL GARCIA MARQUEZ,COMUNA 8 VILLA HERMOSA
01,001,17,01,ANTIOQUIA,MEDELLIN,I.E.GUADALUPANO LA SALLE,COMUNA 9 BUENOS AIRES
01,001,17,02,ANTIOQUIA,MEDELLIN,IE MERCEDITAS GOMEZ MARTINEZ,COMUNA 9 BUENOS AIRES
01,001,17,03,ANTIOQUIA,MEDELLIN,I.E. MANUEL JOSÉ CAYZEDO,COMUNA 9 BUENOS AIRES
01,001,17,04,ANTIOQUIA,MEDELLIN,I.E. LA MILAGROSA,COMUNA 9 BUENOS AIRES
01,001,17,05,ANTIOQUIA,MEDELLIN,COLEGIO EUCARISTICO,COMUNA 9 BUENOS AIRES
01,001,17,06,ANTIOQUIA,MEDELLIN,SENA - SEDE BUENOS AIRES,COMUNA 9 BUENOS AIRES
01,001,17,07,ANTIOQUIA,MEDELLIN,IE ARZOBISPO TULIO BOTERO SALAZAR,COMUNA 9 BUENOS AIRES
01,001,17,08,ANTIOQUIA,MEDELLIN,IE MADRE LAURA,COMUNA 9 BUENOS AIRES
01,001,17,09,ANTIOQUIA,MEDELLIN,SECCION ESCUELA ALEJANDRO ECHAVARRIA,COMUNA 9 BUENOS AIRES
01,001,18,01,ANTIOQUIA,MEDELLIN,I.E. GABRIELA GOMEZ CARVAJAL,COMUNA 9 BUENOS AIRES
01,001,18,02,ANTIOQUIA,MEDELLIN,IE FEDERICO OZANAM,COMUNA 9 BUENOS AIRES
01,001,18,03,ANTIOQUIA,MEDELLIN,ESC NORMAL SUPERIOR ANTIOQUEÑA,COMUNA 9 BUENOS AIRES
01,001,18,04,ANTIOQUIA,MEDELLIN,SEC. ESC. JOSE DE SAN MARTIN,COMUNA 9 BUENOS AIRES
01,001,18,05,ANTIOQUIA,MEDELLIN,SEC. ESC. JUAN CANCIO RESTREPO,COMUNA 9 BUENOS AIRES
01,001,19,01,ANTIOQUIA,MEDELLIN,I.E. TULIO OSPINA,COMUNA 10 LA CANDELARIA
01,001,19,02,ANTIOQUIA,MEDELLIN,SEC. COL. AGUSTIN NIETO CABALLERO,COMUNA 10 LA CANDELARIA
01,001,19,03,ANTIOQUIA,MEDELLIN,COLEGIO SALESIANO EL SUFRAGIO,COMUNA 10 LA CANDELARIA
01,001,19,04,ANTIOQUIA,MEDELLIN,I.E. CENTRO FORMATIVO DE ANTIOQUIA -CEFA,COMUNA 10 LA CANDELARIA
01,001,19,05,ANTIOQUIA,MEDELLIN,I.E. HECTOR ABAD GOMEZ,COMUNA 10 LA CANDELARIA
01,001,19,06,ANTIOQUIA,MEDELLIN,I.E. JAVIERA LONDOÑO,COMUNA 10 LA CANDELARIA
01,001,19,07,ANTIOQUIA,MEDELLIN,I.T.M. (PRADO CENTRO),COMUNA 10 LA CANDELARIA
01,001,20,01,ANTIOQUIA,MEDELLIN,AUDITORIO CC SAN DIEGO TORRE NTE PISO,COMUNA 10 LA CANDELARIA
01,001,20,02,ANTIOQUIA,MEDELLIN,ALCALDIA MUNICIPAL (SOTANO),COMUNA 10 LA CANDELARIA
01,001,20,03,ANTIOQUIA,MEDELLIN,SENA,COMUNA 10 LA CANDELARIA
01,001,20,04,ANTIOQUIA,MEDELLIN,UNIVERSIDAD CLARETIANA,COMUNA 10 LA CANDELARIA
01,001,20,05,ANTIOQUIA,MEDELLIN,PLAZA MINORISTA JOSE MARIA VILLA,COMUNA 10 LA CANDELARIA
01,001,21,01,ANTIOQUIA,MEDELLIN,INSTITUTO JORGE ROBLEDO,COMUNA 11 LAURELES
01,001,21,02,ANTIOQUIA,MEDELLIN,I.E. MATER DEI,COMUNA 11 LAURELES
01,001,21,03,ANTIOQUIA,MEDELLIN,I.E. MARCO FIDEL SUAREZ,COMUNA 11 LAURELES
01,001,21,04,ANTIOQUIA,MEDELLIN,COL. CALASANZ (FEM) CAMPESTRE ESCOLAPIAS,COMUNA 11 LAURELES
01,001,21,05,ANTIOQUIA,MEDELLIN,COL. SAN IGNACIO DE LOYOLA - SD MAYORES,COMUNA 11 LAURELES
01,001,21,06,ANTIOQUIA,MEDELLIN,SEC. ESC. CARLOS OBANDO VELASCO,COMUNA 11 LAURELES
01,001,21,07,ANTIOQUIA,MEDELLIN,INST. UNIVERSITARIA SALAZAR Y HERRERA,COMUNA 11 LAURELES
01,001,22,01,ANTIOQUIA,MEDELLIN,SEC.ESC. AGRUPACION COLOMBIA,COMUNA 11 LAURELES
01,001,22,02,ANTIOQUIA,MEDELLIN,I.E. LUCRECIO JARAMILLO VELEZ,COMUNA 11 LAURELES
01,001,22,03,ANTIOQUIA,MEDELLIN,COLEGIO BETHLEMITAS,COMUNA 11 LAURELES
01,001,22,04,ANTIOQUIA,MEDELLIN,COL. SAN IGNACIO DE LOYOLA - SD INFANTIL,COMUNA 11 LAURELES
01,001,22,05,ANTIOQUIA,MEDELLIN,CORP. UNIVERSITARIA ADVENTISTA - UNAC,COMUNA 11 LAURELES
01,001,22,06,ANTIOQUIA,MEDELLIN,UNIVERSIDAD PONTIFICIA BOLIVARIANA,COMUNA 11 LAURELES
01,001,23,01,ANTIOQUIA,MEDELLIN,SEC. ESC. SANTA LUCIA,COMUNA 12 LA AMERICA
01,001,23,02,ANTIOQUIA,MEDELLIN,I.E. CONCEJO DE MEDELLIN,COMUNA 12 LA AMERICA
01,001,23,03,ANTIOQUIA,MEDELLIN,I.E. LA PIEDAD,COMUNA 12 LA AMERICA
01,001,23,04,ANTIOQUIA,MEDELLIN,I.E.SANTA ROSA DE LIMA,COMUNA 12 LA AMERICA
01,001,23,05,ANTIOQUIA,MEDELLIN,IE LOLA GONZALEZ,COMUNA 12 LA AMERICA
01,001,23,06,ANTIOQUIA,MEDELLIN,INST. FERRINI - SD CALASANZ,COMUNA 12 LA AMERICA
01,001,24,01,ANTIOQUIA,MEDELLIN,COLEGIO LATINO,COMUNA 12 LA AMERICA
01,001,24,02,ANTIOQUIA,MEDELLIN,SEC.ESC.RAFAEL URIBE URIBE,COMUNA 12 LA AMERICA
01,001,24,03,ANTIOQUIA,MEDELLIN,SEC. ESC. PEDRO DE CASTRO,COMUNA 12 LA AMERICA
01,001,24,04,ANTIOQUIA,MEDELLIN,I.E.FRANCISCO ANTONIO ZEA,COMUNA 12 LA AMERICA
01,001,24,05,ANTIOQUIA,MEDELLIN,I.E AMERICA,COMUNA 12 LA AMERICA
01,001,24,06,ANTIOQUIA,MEDELLIN,C,COMUNA 12 LA AMERICA
01,001,24,07,ANTIOQUIA,MEDELLIN,LICEO SALAZAR Y HERRERA,COMUNA 12 LA AMERICA
01,001,25,01,ANTIOQUIA,MEDELLIN,I.E. BLANQUIZAL,COMUNA 13 SAN JAVIER
01,001,25,02,ANTIOQUIA,MEDELLIN,SEC. ESC. REPUBLICA DE PANAMA,COMUNA 13 SAN JAVIER
01,001,25,03,ANTIOQUIA,MEDELLIN,I.E JUAN XXIII,COMUNA 13 SAN JAVIER
01,001,25,04,ANTIOQUIA,MEDELLIN,SEC. ESC. MONSEÑOR PERDOMO,COMUNA 13 SAN JAVIER
01,001,25,05,ANTIOQUIA,MEDELLIN,SEC.ESC.PIO XII,COMUNA 13 SAN JAVIER
01,001,25,06,ANTIOQUIA,MEDELLIN,I.E.STELLA VELEZ LONDOÑO,COMUNA 13 SAN JAVIER
01,001,25,07,ANTIOQUIA,MEDELLIN,SEC ESC JUAN DE DIOS ARANZAZU,COMUNA 13 SAN JAVIER
01,001,26,01,ANTIOQUIA,MEDELLIN,I.E.LA INDEPENDENCIA,COMUNA 13 SAN JAVIER
01,001,26,02,ANTIOQUIA,MEDELLIN,SEC.ESC.EL SOCORRO,COMUNA 13 SAN JAVIER
01,001,26,03,ANTIOQUIA,MEDELLIN,SEC. ESC. BETANIA,COMUNA 13 SAN JAVIER
01,001,26,04,ANTIOQUIA,MEDELLIN,I.E.EL CORAZON,COMUNA 13 SAN JAVIER
01,001,26,05,ANTIOQUIA,MEDELLIN,I.E.EDUARDO SANTOS,COMUNA 13 SAN JAVIER
01,001,26,06,ANTIOQUIA,MEDELLIN,I.E. CARLOS VIECO ORTIZ,COMUNA 13 SAN JAVIER
01,001,26,07,ANTIOQUIA,MEDELLIN,SEC. ESC. AMOR AL NIÑO,COMUNA 13 SAN JAVIER
01,001,26,08,ANTIOQUIA,MEDELLIN,I.E FUNDADORES,COMUNA 13 SAN JAVIER
01,001,26,09,ANTIOQUIA,MEDELLIN,SEC. ESC. VEINTE DE JULIO,COMUNA 13 SAN JAVIER
01,001,27,01,ANTIOQUIA,MEDELLIN,PARQUE COMERCIAL EL TESORO,COMUNA 14 EL POBLADO
01,001,27,02,ANTIOQUIA,MEDELLIN,COL.MARYMOUNT,COMUNA 14 EL POBLADO
01,001,27,03,ANTIOQUIA,MEDELLIN,COLEGIO SAN LUCAS,COMUNA 14 EL POBLADO
01,001,27,04,ANTIOQUIA,MEDELLIN,SEC. ESC. GUILLERMO ECHAVARRIA MISAS,COMUNA 14 EL POBLADO
01,001,27,05,ANTIOQUIA,MEDELLIN,COLEGIO CAMPESTRE MANZANARES,COMUNA 14 EL POBLADO
01,001,27,06,ANTIOQUIA,MEDELLIN,COLEGIO SAN JOSE DE LA SALLE,COMUNA 14 EL POBLADO
01,001,28,01,ANTIOQUIA,MEDELLIN,POLITECNICO JAIME ISAZA CADAVID,COMUNA 14 EL POBLADO
01,001,28,02,ANTIOQUIA,MEDELLIN,I.E. INEM JOSE FELIX DE RESTREPO,COMUNA 14 EL POBLADO
01,001,28,03,ANTIOQUIA,MEDELLIN,UNIVERSIDAD EAFIT,COMUNA 14 EL POBLADO
01,001,28,04,ANTIOQUIA,MEDELLIN,COL DE LA COMPAÑIA DE MARIA LA ENSEÑANZA,COMUNA 14 EL POBLADO
01,001,28,05,ANTIOQUIA,MEDELLIN,COL. SAN JOSE DE LAS VEGAS,COMUNA 14 EL POBLADO
01,001,28,06,ANTIOQUIA,MEDELLIN,COLEGIO PINARES ALTOVERDE,COMUNA 14 EL POBLADO
01,001,29,01,ANTIOQUIA,MEDELLIN,I.E. CAMILO C. RESTREPO,COMUNA 15 GUAYABAL
01,001,29,02,ANTIOQUIA,MEDELLIN,I.E.BENJAMIN HERRERA,COMUNA 15 GUAYABAL
01,001,29,03,ANTIOQUIA,MEDELLIN,I.E.CRISTO REY,COMUNA 15 GUAYABAL
01,001,29,04,ANTIOQUIA,MEDELLIN,SEC. ESC. REPUBLICA DE COSTA RICA,COMUNA 15 GUAYABAL
01,001,29,05,ANTIOQUIA,MEDELLIN,SEC.ESC.LA COLINA,COMUNA 15 GUAYABAL
01,001,29,06,ANTIOQUIA,MEDELLIN,I.E. LA SALLE DE CAMPOAMOR,COMUNA 15 GUAYABAL
01,001,29,07,ANTIOQUIA,MEDELLIN,SEC ESC CRISTO REY APOLO,COMUNA 15 GUAYABAL
01,001,29,08,ANTIOQUIA,MEDELLIN,SEC. ESC. SANTISIMA TRINIDAD,COMUNA 15 GUAYABAL
01,001,30,01,ANTIOQUIA,MEDELLIN,I.E. FATIMA NUTIBARA,COMUNA 16 BELEN
01,001,30,02,ANTIOQUIA,MEDELLIN,SEC. ESC. SOFIA OSPINA DE NAVARRO,COMUNA 16 BELEN
01,001,30,03,ANTIOQUIA,MEDELLIN,I.E.JUAN MARIA CESPEDES,COMUNA 16 BELEN
01,001,30,04,ANTIOQUIA,MEDELLIN,I.E. GUILLERMO VALENCIA,COMUNA 16 BELEN
01,001,30,05,ANTIOQUIA,MEDELLIN,UNID.DEPORTIVA ANDRES ESCOBAR,COMUNA 16 BELEN
01,001,30,06,ANTIOQUIA,MEDELLIN,LICEO SAN RAFAEL,COMUNA 16 BELEN
01,001,30,07,ANTIOQUIA,MEDELLIN,COLEGIO SAN JUAN BOSCO,COMUNA 16 BELEN
01,001,30,08,ANTIOQUIA,MEDELLIN,IE YERMO Y PARRES,COMUNA 16 BELEN
01,001,30,09,ANTIOQUIA,MEDELLIN,SECCION ESCUELA CARLOS FRANCO,COMUNA 16 BELEN
01,001,30,10,ANTIOQUIA,MEDELLIN,INSTITUCION EDUCATIVA ROSALIA SUAREZ,COMUNA 16 BELEN
01,001,31,01,ANTIOQUIA,MEDELLIN,I.E. OCTAVIO HARRY - JACQUELINE KENNEDY,COMUNA 16 BELEN
01,001,31,02,ANTIOQUIA,MEDELLIN,I.E.JOSE MARIA BERNAL,COMUNA 16 BELEN
01,001,31,03,ANTIOQUIA,MEDELLIN,INSTITUTO SAN CARLOS,COMUNA 16 BELEN
01,001,31,04,ANTIOQUIA,MEDELLIN,I.E.ALCALDIA DE MEDELLIN,COMUNA 16 BELEN
01,001,31,05,ANTIOQUIA,MEDELLIN,COLEGIO PADRE MANYANET,COMUNA 16 BELEN
01,001,31,06,ANTIOQUIA,MEDELLIN,I.E. CAPILLA DEL ROSARIO,COMUNA 16 BELEN
01,001,31,07,ANTIOQUIA,MEDELLIN,IE ANTONIO RICAURTE,COMUNA 16 BELEN
01,001,31,08,ANTIOQUIA,MEDELLIN,COL LA INMACULADA,COMUNA 16 BELEN
01,001,32,01,ANTIOQUIA,MEDELLIN,I.E.RAMON GIRALDO CEBALLOS,COMUNA 16 BELEN
01,001,32,02,ANTIOQUIA,MEDELLIN,UNIVERSIDAD DE MEDELLIN,COMUNA 16 BELEN
01,001,32,03,ANTIOQUIA,MEDELLIN,I.E HORACIO MUÑOZ SUESCUN,COMUNA 16 BELEN
01,001,32,04,ANTIOQUIA,MEDELLIN,I.E.REPUBLICA DE VENEZUELA,COMUNA 16 BELEN
01,001,32,05,ANTIOQUIA,MEDELLIN,I. E. SAN ROBERTO BELARMINO,COMUNA 16 BELEN
01,001,32,06,ANTIOQUIA,MEDELLIN,INST. SALESIANO PEDRO JUSTO BERRIO,COMUNA 16 BELEN
01,001,32,07,ANTIOQUIA,MEDELLIN,IE PEDRO OCTAVIO AMADO,COMUNA 16 BELEN
01,001,90,01,ANTIOQUIA,MEDELLIN,ESTADIO ATANASIO GIRARDOT,
01,001,90,02,ANTIOQUIA,MEDELLIN,PLAZA MAYOR CTRO EXPOS. CONVEN,
