cod_departamento,departamento,cod_municipio,municipio,cod_candidato,candidato,partido,votos
01,ANTIOQUIA,247,SANTA BARBARA,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,189
01,ANTIOQUIA,247,SANTA BARBARA,997,Votos Nulos,Sin partido / Voto especial,162
01,ANTIOQUIA,247,SANTA BARBARA,998,Votos en Blanco,Sin partido / Voto especial,64
01,ANTIOQUIA,247,SANTA BARBARA,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,46
01,ANTIOQUIA,247,SANTA BARBARA,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,29
01,ANTIOQUIA,247,SANTA BARBARA,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,20
01,ANTIOQUIA,247,SANTA BARBARA,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",18
01,ANTIOQUIA,247,SANTA BARBARA,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,16
01,ANTIOQUIA,247,SANTA BARBARA,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,247,SANTA BARBARA,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,0
01,ANTIOQUIA,247,SANTA BARBARA,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,9399
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,3052
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,2427
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,1183
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,996,No Marcados,Sin partido / Voto especial,449
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,997,Votos Nulos,Sin partido / Voto especial,307
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,223
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,998,Votos en Blanco,Sin partido / Voto especial,133
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,116
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,47
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",38
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,35
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,19
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,6
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,250,SANTA ROSA DE OSOS,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,253,SANTO DOMINGO,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,2965
01,ANTIOQUIA,253,SANTO DOMINGO,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,965
01,ANTIOQUIA,253,SANTO DOMINGO,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,861
01,ANTIOQUIA,253,SANTO DOMINGO,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,211
01,ANTIOQUIA,253,SANTO DOMINGO,996,No Marcados,Sin partido / Voto especial,110
01,ANTIOQUIA,253,SANTO DOMINGO,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,85
01,ANTIOQUIA,253,SANTO DOMINGO,997,Votos Nulos,Sin partido / Voto especial,68
01,ANTIOQUIA,253,SANTO DOMINGO,998,Votos en Blanco,Sin partido / Voto especial,32
01,ANTIOQUIA,253,SANTO DOMINGO,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,23
01,ANTIOQUIA,253,SANTO DOMINGO,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,19
01,ANTIOQUIA,253,SANTO DOMINGO,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,18
01,ANTIOQUIA,253,SANTO DOMINGO,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,14
01,ANTIOQUIA,253,SANTO DOMINGO,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",6
01,ANTIOQUIA,253,SANTO DOMINGO,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,1
01,ANTIOQUIA,253,SANTO DOMINGO,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,253,SANTO DOMINGO,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,256,SANTUARIO,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,16385
01,ANTIOQUIA,256,SANTUARIO,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,2131
01,ANTIOQUIA,256,SANTUARIO,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,1781
01,ANTIOQUIA,256,SANTUARIO,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,1246
01,ANTIOQUIA,256,SANTUARIO,996,No Marcados,Sin partido / Voto especial,248
01,ANTIOQUIA,256,SANTUARIO,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,170
01,ANTIOQUIA,256,SANTUARIO,997,Votos Nulos,Sin partido / Voto especial,147
01,ANTIOQUIA,256,SANTUARIO,998,Votos en Blanco,Sin partido / Voto especial,91
01,ANTIOQUIA,256,SANTUARIO,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,82
01,ANTIOQUIA,256,SANTUARIO,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,30
01,ANTIOQUIA,256,SANTUARIO,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,30
01,ANTIOQUIA,256,SANTUARIO,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",29
01,ANTIOQUIA,256,SANTUARIO,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,12
01,ANTIOQUIA,256,SANTUARIO,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,2
01,ANTIOQUIA,256,SANTUARIO,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,256,SANTUARIO,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,259,SEGOVIA,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,6457
01,ANTIOQUIA,259,SEGOVIA,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,3588
01,ANTIOQUIA,259,SEGOVIA,996,No Marcados,Sin partido / Voto especial,531
01,ANTIOQUIA,259,SEGOVIA,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,445
01,ANTIOQUIA,259,SEGOVIA,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,445
01,ANTIOQUIA,259,SEGOVIA,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,347
01,ANTIOQUIA,259,SEGOVIA,997,Votos Nulos,Sin partido / Voto especial,169
01,ANTIOQUIA,259,SEGOVIA,998,Votos en Blanco,Sin partido / Voto especial,73
01,ANTIOQUIA,259,SEGOVIA,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,52
01,ANTIOQUIA,259,SEGOVIA,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,24
01,ANTIOQUIA,259,SEGOVIA,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,19
01,ANTIOQUIA,259,SEGOVIA,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",14
01,ANTIOQUIA,259,SEGOVIA,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,10
01,ANTIOQUIA,259,SEGOVIA,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,10
01,ANTIOQUIA,259,SEGOVIA,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,259,SEGOVIA,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,262,SONSON,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,9088
01,ANTIOQUIA,262,SONSON,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,4042
01,ANTIOQUIA,262,SONSON,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,1679
01,ANTIOQUIA,262,SONSON,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,618
01,ANTIOQUIA,262,SONSON,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,240
01,ANTIOQUIA,262,SONSON,996,No Marcados,Sin partido / Voto especial,231
01,ANTIOQUIA,262,SONSON,997,Votos Nulos,Sin partido / Voto especial,216
01,ANTIOQUIA,262,SONSON,998,Votos en Blanco,Sin partido / Voto especial,101
01,ANTIOQUIA,262,SONSON,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,95
01,ANTIOQUIA,262,SONSON,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,54
01,ANTIOQUIA,262,SONSON,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",32
01,ANTIOQUIA,262,SONSON,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,23
01,ANTIOQUIA,262,SONSON,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,15
01,ANTIOQUIA,262,SONSON,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,3
01,ANTIOQUIA,262,SONSON,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,262,SONSON,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,265,SOPETRAN,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,3047
01,ANTIOQUIA,265,SOPETRAN,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,2131
01,ANTIOQUIA,265,SOPETRAN,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,1717
01,ANTIOQUIA,265,SOPETRAN,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,206
01,ANTIOQUIA,265,SOPETRAN,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,96
01,ANTIOQUIA,265,SOPETRAN,996,No Marcados,Sin partido / Voto especial,95
01,ANTIOQUIA,265,SOPETRAN,997,Votos Nulos,Sin partido / Voto especial,60
01,ANTIOQUIA,265,SOPETRAN,998,Votos en Blanco,Sin partido / Voto especial,39
01,ANTIOQUIA,265,SOPETRAN,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,19
01,ANTIOQUIA,265,SOPETRAN,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,18
01,ANTIOQUIA,265,SOPETRAN,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",10
01,ANTIOQUIA,265,SOPETRAN,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,8
01,ANTIOQUIA,265,SOPETRAN,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,5
01,ANTIOQUIA,265,SOPETRAN,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,1
01,ANTIOQUIA,265,SOPETRAN,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,265,SOPETRAN,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,268,TAMESIS,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,4240
01,ANTIOQUIA,268,TAMESIS,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,1964
01,ANTIOQUIA,268,TAMESIS,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,1464
01,ANTIOQUIA,268,TAMESIS,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,337
01,ANTIOQUIA,268,TAMESIS,996,No Marcados,Sin partido / Voto especial,153
01,ANTIOQUIA,268,TAMESIS,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,150
01,ANTIOQUIA,268,TAMESIS,997,Votos Nulos,Sin partido / Voto especial,96
01,ANTIOQUIA,268,TAMESIS,998,Votos en Blanco,Sin partido / Voto especial,72
01,ANTIOQUIA,268,TAMESIS,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,36
01,ANTIOQUIA,268,TAMESIS,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,17
01,ANTIOQUIA,268,TAMESIS,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,13
01,ANTIOQUIA,268,TAMESIS,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,12
01,ANTIOQUIA,268,TAMESIS,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",11
01,ANTIOQUIA,268,TAMESIS,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,1
01,ANTIOQUIA,268,TAMESIS,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,268,TAMESIS,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,270,TARAZA,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,3594
01,ANTIOQUIA,270,TARAZA,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,2214
01,ANTIOQUIA,270,TARAZA,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,280
01,ANTIOQUIA,270,TARAZA,996,No Marcados,Sin partido / Voto especial,188
01,ANTIOQUIA,270,TARAZA,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,148
01,ANTIOQUIA,270,TARAZA,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,136
01,ANTIOQUIA,270,TARAZA,997,Votos Nulos,Sin partido / Voto especial,101
01,ANTIOQUIA,270,TARAZA,998,Votos en Blanco,Sin partido / Voto especial,44
01,ANTIOQUIA,270,TARAZA,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,40
01,ANTIOQUIA,270,TARAZA,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,33
01,ANTIOQUIA,270,TARAZA,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,19
01,ANTIOQUIA,270,TARAZA,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",10
01,ANTIOQUIA,270,TARAZA,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,3
01,ANTIOQUIA,270,TARAZA,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,3
01,ANTIOQUIA,270,TARAZA,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,270,TARAZA,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,271,TARSO,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,1374
01,ANTIOQUIA,271,TARSO,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,754
01,ANTIOQUIA,271,TARSO,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,539
01,ANTIOQUIA,271,TARSO,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,83
01,ANTIOQUIA,271,TARSO,996,No Marcados,Sin partido / Voto especial,67
01,ANTIOQUIA,271,TARSO,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,52
01,ANTIOQUIA,271,TARSO,997,Votos Nulos,Sin partido / Voto especial,26
01,ANTIOQUIA,271,TARSO,998,Votos en Blanco,Sin partido / Voto especial,16
01,ANTIOQUIA,271,TARSO,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,7
01,ANTIOQUIA,271,TARSO,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,7
01,ANTIOQUIA,271,TARSO,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,2
01,ANTIOQUIA,271,TARSO,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",2
01,ANTIOQUIA,271,TARSO,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,1
01,ANTIOQUIA,271,TARSO,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,0
01,ANTIOQUIA,271,TARSO,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,271,TARSO,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,274,TITIRIBI,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,1933
01,ANTIOQUIA,274,TITIRIBI,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,816
01,ANTIOQUIA,274,TITIRIBI,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,808
01,ANTIOQUIA,274,TITIRIBI,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,191
01,ANTIOQUIA,274,TITIRIBI,996,No Marcados,Sin partido / Voto especial,87
01,ANTIOQUIA,274,TITIRIBI,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,82
01,ANTIOQUIA,274,TITIRIBI,997,Votos Nulos,Sin partido / Voto especial,56
01,ANTIOQUIA,274,TITIRIBI,998,Votos en Blanco,Sin partido / Voto especial,27
01,ANTIOQUIA,274,TITIRIBI,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,17
01,ANTIOQUIA,274,TITIRIBI,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,9
01,ANTIOQUIA,274,TITIRIBI,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",5
01,ANTIOQUIA,274,TITIRIBI,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,4
01,ANTIOQUIA,274,TITIRIBI,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,1
01,ANTIOQUIA,274,TITIRIBI,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,1
01,ANTIOQUIA,274,TITIRIBI,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,274,TITIRIBI,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,277,TOLEDO,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,822
01,ANTIOQUIA,277,TOLEDO,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,426
01,ANTIOQUIA,277,TOLEDO,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,218
01,ANTIOQUIA,277,TOLEDO,996,No Marcados,Sin partido / Voto especial,94
01,ANTIOQUIA,277,TOLEDO,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,80
01,ANTIOQUIA,277,TOLEDO,997,Votos Nulos,Sin partido / Voto especial,57
01,ANTIOQUIA,277,TOLEDO,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,46
01,ANTIOQUIA,277,TOLEDO,998,Votos en Blanco,Sin partido / Voto especial,35
01,ANTIOQUIA,277,TOLEDO,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,10
01,ANTIOQUIA,277,TOLEDO,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,9
01,ANTIOQUIA,277,TOLEDO,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",8
01,ANTIOQUIA,277,TOLEDO,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,7
01,ANTIOQUIA,277,TOLEDO,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,4
01,ANTIOQUIA,277,TOLEDO,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,1
01,ANTIOQUIA,277,TOLEDO,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,277,TOLEDO,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,280,TURBO,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,27120
01,ANTIOQUIA,280,TURBO,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,13463
01,ANTIOQUIA,280,TURBO,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,1683
01,ANTIOQUIA,280,TURBO,996,No Marcados,Sin partido / Voto especial,1113
01,ANTIOQUIA,280,TURBO,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,554
01,ANTIOQUIA,280,TURBO,997,Votos Nulos,Sin partido / Voto especial,478
01,ANTIOQUIA,280,TURBO,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,297
01,ANTIOQUIA,280,TURBO,998,Votos en Blanco,Sin partido / Voto especial,210
01,ANTIOQUIA,280,TURBO,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,151
01,ANTIOQUIA,280,TURBO,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,103
01,ANTIOQUIA,280,TURBO,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,43
01,ANTIOQUIA,280,TURBO,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,32
01,ANTIOQUIA,280,TURBO,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",30
01,ANTIOQUIA,280,TURBO,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,15
01,ANTIOQUIA,280,TURBO,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,280,TURBO,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
01,ANTIOQUIA,282,URAMITA,004,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,1464
01,ANTIOQUIA,282,URAMITA,001,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,610
01,ANTIOQUIA,282,URAMITA,011,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,549
01,ANTIOQUIA,282,URAMITA,012,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,65
01,ANTIOQUIA,282,URAMITA,003,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,56
01,ANTIOQUIA,282,URAMITA,996,No Marcados,Sin partido / Voto especial,39
01,ANTIOQUIA,282,URAMITA,997,Votos Nulos,Sin partido / Voto especial,33
01,ANTIOQUIA,282,URAMITA,998,Votos en Blanco,Sin partido / Voto especial,23
01,ANTIOQUIA,282,URAMITA,002,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,11
01,ANTIOQUIA,282,URAMITA,007,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",7
01,ANTIOQUIA,282,URAMITA,008,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,3
01,ANTIOQUIA,282,URAMITA,005,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,1
01,ANTIOQUIA,282,URAMITA,006,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,1
01,ANTIOQUIA,282,URAMITA,009,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,0
01,ANTIOQUIA,282,URAMITA,010,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,0
01,ANTIOQUIA,282,URAMITA,013,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,0
